timestamp_ms,type,seq,v1,v2,v3,v4,v5,v6
23624,IMU,821,-32,2020,-7736,-21,121,40
23644,IMU,822,-104,2092,-7764,-28,127,39
23663,IMU,823,28,2264,-7828,-25,129,47
23682,IMU,824,-12,2120,-7744,-27,114,30
23703,IMU,825,-60,2120,-7848,-21,127,46
23720,IMU,826,-124,2120,-7804,-16,113,19
23740,IMU,827,40,2036,-7804,-26,126,40
23759,IMU,828,40,2176,-7836,-7,110,33
23778,IMU,829,32,2084,-7788,-32,118,27
23797,IMU,830,16,2184,-7832,-18,103,68
23816,IMU,831,-76,2100,-7756,-9,123,37
23836,IMU,832,-20,2256,-7808,-27,128,42
23855,IMU,833,-92,2060,-7852,-20,117,35
23874,IMU,834,-36,2116,-7880,-22,111,39
23893,IMU,835,-20,2316,-7776,-19,108,48
23913,IMU,836,-80,2144,-7808,-27,126,33
23932,IMU,837,-68,2144,-7804,-33,130,36
23951,IMU,838,-4,2300,-7868,-26,106,39
23970,IMU,839,-28,2124,-7780,-30,120,18
23989,IMU,840,-40,2196,-7824,-19,127,17
24009,IMU,841,-108,2024,-7940,-29,120,16
24028,IMU,842,-92,2208,-7732,-15,119,33
24047,IMU,843,-20,2148,-7824,-17,118,53
24066,IMU,844,4,2132,-7904,-28,131,26
24085,IMU,845,0,2132,-7816,1,127,24
24105,IMU,846,-72,2132,-7784,-14,131,37
24124,IMU,847,-180,2200,-7876,-19,110,49
24145,IMU,848,-68,2168,-7816,-19,116,42
24162,IMU,849,-8,2096,-7868,-35,125,44
24182,IMU,850,-44,2096,-7744,-23,125,45
24201,IMU,851,-76,2048,-7716,-23,121,29
24220,IMU,852,-8,2240,-7840,-35,122,52
24239,IMU,853,-64,2160,-7696,-19,122,23
24258,IMU,854,-92,2188,-7844,-36,118,15
24278,IMU,855,-160,2220,-7712,-8,114,41
24298,IMU,856,-136,2168,-7704,-16,118,41
24317,IMU,857,-80,2052,-7852,-23,137,43
24335,IMU,858,-52,2220,-7828,-31,125,34
24354,IMU,859,-56,2164,-7832,-25,126,30
24374,IMU,860,-128,2184,-7844,-8,112,46
24393,IMU,861,-16,2216,-7844,-22,114,23
24412,IMU,862,-12,2192,-7776,-20,121,25
24431,IMU,863,20,2184,-7748,-27,132,26
24450,IMU,864,-32,2264,-7876,-19,127,50
24469,IMU,865,-80,2212,-7856,-10,121,24
24489,IMU,866,104,2204,-7724,-20,100,35
24508,IMU,867,40,2096,-7848,-28,123,35
24527,IMU,868,-4,2164,-7896,-24,115,29
